2019.10.15,20:00,1.10219,1.10371,1.10159,1.10317,9317
2019.10.16,00:00,1.10318,1.10342,1.10256,1.10307,6738
2019.10.16,04:00,1.10308,1.10314,1.10228,1.10292,7783
2019.10.16,08:00,1.10293,1.10588,1.10283,1.10352,25224
2019.10.16,12:00,1.10351,1.10477,1.10214,1.10386,29902
2019.10.16,16:00,1.10386,1.10845,1.10377,1.10799,26041
2019.10.16,20:00,1.10799,1.10802,1.10638,1.10705,9372
2019.10.17,00:00,1.10705,1.10837,1.10702,1.10816,5442
2019.10.17,04:00,1.10817,1.10833,1.10737,1.10748,7316
2019.10.17,08:00,1.10747,1.10918,1.10641,1.10888,20833
2019.10.17,12:00,1.10889,1.11388,1.10889,1.11162,38722
2019.10.17,16:00,1.11162,1.11313,1.11093,1.11251,22790
2019.10.17,20:00,1.11251,1.11278,1.11193,1.11232,8463
2019.10.18,00:00,1.11234,1.11278,1.11219,1.11272,5194
2019.10.18,04:00,1.11272,1.11299,1.11202,1.11207,8104
2019.10.18,08:00,1.11208,1.11305,1.11137,1.11266,16913
2019.10.18,12:00,1.11266,1.11489,1.11236,1.11465,16976
2019.10.18,16:00,1.11464,1.11586,1.11341,1.11573,21433
2019.10.18,20:00,1.11574,1.11694,1.11552,1.11694,12223
2019.10.21,00:00,1.11590,1.11626,1.11476,1.11610,8821
2019.10.21,04:00,1.11610,1.11612,1.11534,1.11564,6276
2019.10.21,08:00,1.11563,1.11784,1.11485,1.11657,17910
2019.10.21,12:00,1.11655,1.11727,1.11591,1.11600,15170
2019.10.21,16:00,1.11600,1.11620,1.11376,1.11504,17951
2019.10.21,20:00,1.11505,1.11525,1.11440,1.11482,7404
2019.10.22,00:00,1.11484,1.11533,1.11434,1.11531,4683
2019.10.22,04:00,1.11531,1.11558,1.11466,1.11518,5593
2019.10.22,08:00,1.11519,1.11558,1.11322,1.11400,15610
2019.10.22,12:00,1.11401,1.11473,1.11220,1.11258,17655
2019.10.22,16:00,1.11259,1.11449,1.11243,1.11395,18400
2019.10.22,20:00,1.11395,1.11530,1.11167,1.11240,16621
2019.10.23,00:00,1.11239,1.11303,1.11222,1.11251,6373
2019.10.23,04:00,1.11252,1.11259,1.11150,1.11198,7272
2019.10.23,08:00,1.11197,1.11277,1.11169,1.11172,16235
2019.10.23,12:00,1.11171,1.11241,1.11051,1.11216,16537
2019.10.23,16:00,1.11215,1.11235,1.11107,1.11199,15669
2019.10.23,20:00,1.11199,1.11396,1.11178,1.11295,8722
2019.10.24,00:00,1.11286,1.11324,1.11281,1.11307,4120
2019.10.24,04:00,1.11306,1.11409,1.11306,1.11334,6410
2019.10.24,08:00,1.11334,1.11617,1.11231,1.11311,21375
2019.10.24,12:00,1.11311,1.11526,1.11191,1.11484,18342
2019.10.24,16:00,1.11485,1.11508,1.10921,1.11058,27187
2019.10.24,20:00,1.11058,1.11099,1.10985,1.11030,7429
2019.10.25,00:00,1.11029,1.11057,1.11001,1.11006,4407
2019.10.25,04:00,1.11007,1.11044,1.10996,1.11011,4840
2019.10.25,08:00,1.11012,1.11216,1.11001,1.11199,13322
2019.10.25,12:00,1.11199,1.11220,1.10949,1.10988,13930
2019.10.25,16:00,1.10988,1.11043,1.10725,1.10726,17016
2019.10.25,20:00,1.10727,1.10815,1.10719,1.10784,7898
2019.10.28,00:00,1.10790,1.10833,1.10771,1.10812,4395
2019.10.28,04:00,1.10812,1.10831,1.10752,1.10818,5624
2019.10.28,08:00,1.10817,1.10960,1.10807,1.10906,11641
2019.10.28,12:00,1.10905,1.11057,1.10860,1.10863,13952
2019.10.28,16:00,1.10863,1.10978,1.10834,1.10976,16584
2019.10.28,20:00,1.10977,1.11022,1.10957,1.10986,6357
2019.10.29,00:00,1.10987,1.11014,1.10957,1.10969,4200
2019.10.29,04:00,1.10969,1.11015,1.10904,1.10920,6019
2019.10.29,08:00,1.10920,1.10942,1.10763,1.10785,10703
2019.10.29,12:00,1.10786,1.10951,1.10726,1.10939,17355
2019.10.29,16:00,1.10939,1.11175,1.10916,1.11084,19738
2019.10.29,20:00,1.11084,1.11125,1.11039,1.11109,6446
