Date,Time,Open,High,Low,Close,Volume
2016.03.17,00:00,11962,11978,11859,11866,6337
2016.03.18,00:00,11866,11898,11846,11887,5202
2016.03.21,00:00,11897,11928,11889,11926,4283
2016.03.22,00:00,11926,11962,11911,11952,5118
2016.03.23,00:00,11952,12013,11942,11995,4573
2016.03.24,00:00,11995,12030,11990,12000,4337
2016.03.25,00:00,11999,12019,11998,12010,2726
2016.03.28,00:00,12012,12029,11972,11985,2976
2016.03.29,00:00,11984,12009,11906,11914,5061
2016.03.30,00:00,11913,11919,11867,11891,5300
2016.03.31,00:00,11892,11913,11861,11892,5085
2016.04.01,00:00,11891,11940,11870,11890,5442
2016.04.04,00:00,11890,11917,11879,11897,4642
2016.04.05,00:00,11896,11942,11887,11913,5277
2016.04.06,00:00,11913,11953,11875,11895,5033
2016.04.07,00:00,11894,11913,11857,11905,5931
2016.04.08,00:00,11905,11918,11870,11877,4982
2016.04.11,00:00,11873,11886,11824,11842,4859
2016.04.12,00:00,11842,11867,11809,11830,5122
2016.04.13,00:00,11831,11892,11829,11884,5307
2016.04.14,00:00,11885,11918,11863,11883,5107
2016.04.15,00:00,11884,11899,11841,11853,4591
2016.04.18,00:00,11857,11873,11829,11832,5033
2016.04.19,00:00,11831,11837,11787,11796,4726
2016.04.20,00:00,11795,11836,11787,11833,4695
2016.04.21,00:00,11834,11848,11784,11844,5176
2016.04.22,00:00,11844,11897,11827,11885,5285
2016.04.25,00:00,11883,11884,11846,11857,4742
2016.04.26,00:00,11856,11860,11803,11829,4776
2016.04.27,00:00,11827,11907,11819,11871,5196
2016.04.28,00:00,11870,11886,11782,11789,6223
2016.04.29,00:00,11788,11793,11741,11742,5413
2016.05.02,00:00,11747,11755,11706,11706,4606
2016.05.03,00:00,11707,11785,11672,11783,5643
2016.05.04,00:00,11783,11816,11769,11804,5913
2016.05.05,00:00,11804,11834,11787,11824,4608
2016.05.06,00:00,11825,11865,11807,11855,5057
2016.05.09,00:00,11859,11905,11854,11897,4148
2016.05.10,00:00,11897,11910,11881,11897,3588
2016.05.11,00:00,11897,11899,11856,11869,3351
2016.05.12,00:00,11870,11910,11867,11900,3404
2016.05.13,00:00,11900,11959,11900,11935,3359
2016.05.16,00:00,11939,11942,11917,11928,4084
2016.05.17,00:00,11927,11930,11893,11913,4581
2016.05.18,00:00,11912,11954,11905,11950,4982
2016.05.19,00:00,11950,11972,11941,11947,4910
2016.05.20,00:00,11947,11977,11944,11967,3890
2016.05.23,00:00,11965,11975,11943,11953,4292
2016.05.24,00:00,11953,11977,11953,11966,4429
2016.05.25,00:00,11967,11977,11946,11954,4344
2016.05.26,00:00,11953,11959,11921,11937,4425
2016.05.27,00:00,11936,11987,11931,11978,4215
2016.05.30,00:00,11983,12006,11982,11985,3130
2016.05.31,00:00,11985,11999,11956,11992,4661
2016.06.01,00:00,11991,11998,11953,11967,5235
2016.06.02,00:00,11966,11972,11950,11968,4856
2016.06.03,00:00,11967,11977,11837,11837,5021
2016.06.06,00:00,11847,11887,11842,11870,5667
2016.06.07,00:00,11869,11875,11820,11826,4650
2016.06.08,00:00,11827,11833,11798,11817,4545
2016.06.09,00:00,11817,11854,11802,11850,5170
2016.06.10,00:00,11850,11920,11846,11903,5006
2016.06.13,00:00,11909,11919,11871,11880,5623
2016.06.14,00:00,11879,11934,11879,11926,5463
2016.06.15,00:00,11926,11938,11867,11889,5361
2016.06.16,00:00,11889,11933,11858,11874,6451
2016.06.17,00:00,11875,11876,11824,11831,5606
2016.06.20,00:00,11797,11817,11745,11746,5696
2016.06.21,00:00,11747,11793,11728,11786,5393
2016.06.22,00:00,11785,11787,11729,11749,5134
2016.06.23,00:00,11749,11749,11689,11707,6473
2016.06.24,00:00,11704,12017,11681,11910,11265
2016.06.27,00:00,11970,12050,11960,12031,7792
2016.06.28,00:00,12032,12035,11982,12007,6174
2016.06.29,00:00,12007,12012,11950,11968,6088
2016.06.30,00:00,11967,12034,11952,11997,6655
2016.07.01,00:00,11998,12011,11959,11973,5509
2016.07.04,00:00,11990,11990,11953,11958,3909
2016.07.05,00:00,11957,12022,11957,12019,5123
2016.07.06,00:00,12018,12053,11995,12006,6241
2016.07.07,00:00,12006,12022,11984,12015,5539
2016.07.08,00:00,12016,12038,11957,11983,5190
2016.07.11,00:00,11987,12046,11985,12029,5483
2016.07.12,00:00,12030,12032,11976,12003,5666
2016.07.13,00:00,12003,12015,11983,12013,5635
2016.07.14,00:00,12014,12019,11964,11986,5886
2016.07.15,00:00,11987,12043,11972,12029,5989
2016.07.18,00:00,12031,12037,12019,12033,4988
2016.07.19,00:00,12033,12101,12033,12087,5021
2016.07.20,00:00,12087,12113,12085,12091,4834
2016.07.21,00:00,12092,12105,12059,12063,6015
2016.07.22,00:00,12064,12121,12057,12107,4802
2016.07.25,00:00,12100,12119,12089,12090,3945
2016.07.26,00:00,12090,12096,12041,12064,4628
2016.07.27,00:00,12063,12116,12048,12052,5765
2016.07.28,00:00,12051,12062,12015,12051,4767
2016.07.29,00:00,12051,12054,11929,11940,6033
2016.08.01,00:00,11945,11975,11937,11971,4323
2016.08.02,00:00,11970,11982,11881,11884,4839
2016.08.03,00:00,11884,11931,11883,11916,4248
2016.08.04,00:00,11916,11952,11898,11944,4533
2016.08.05,00:00,11944,11993,11918,11974,3802
2016.08.08,00:00,11973,11991,11971,11982,3348
2016.08.09,00:00,11982,12001,11962,11966,3426
2016.08.10,00:00,11965,11970,11902,11930,4374
2016.08.11,00:00,11932,11966,11915,11964,3974
2016.08.12,00:00,11964,11977,11915,11964,3950
2016.08.15,00:00,11954,11973,11948,11960,3572
2016.08.16,00:00,11960,11961,11862,11892,4993
2016.08.17,00:00,11891,11935,11879,11898,5028
2016.08.18,00:00,11898,11900,11849,11851,5677
2016.08.19,00:00,11851,11908,11848,11892,4525
2016.08.22,00:00,11914,11934,11879,11886,4516
2016.08.23,00:00,11886,11889,11856,11880,4376
2016.08.24,00:00,11880,11898,11871,11887,4087
2016.08.25,00:00,11887,11901,11877,11890,3591
2016.08.26,00:00,11890,11965,11841,11955,4821
2016.08.29,00:00,11965,11988,11956,11961,4299
2016.08.30,00:00,11961,12018,11957,12008,4241
2016.08.31,00:00,12008,12027,11996,12004,4500
2016.09.01,00:00,12003,12013,11955,11964,4420
2016.09.02,00:00,11964,11991,11920,11978,4520
2016.09.05,00:00,11977,11982,11942,11963,3636
2016.09.06,00:00,11963,11966,11868,11869,4299
2016.09.07,00:00,11869,11895,11857,11886,4562
2016.09.08,00:00,11886,11917,11851,11910,4522
2016.09.09,00:00,11910,11965,11890,11950,4685
2016.09.12,00:00,11946,11957,11905,11915,5067
2016.09.13,00:00,11916,11993,11912,11978,5037
2016.09.14,00:00,11979,11996,11959,11963,4715
2016.09.15,00:00,11962,11983,11942,11947,4945
2016.09.16,00:00,11947,12019,11938,12011,4479
2016.09.19,00:00,12010,12014,11959,11985,3578
2016.09.20,00:00,11985,11996,11961,11987,3804
2016.09.21,00:00,11987,12022,11927,11927,5503
2016.09.22,00:00,11927,11932,11899,11921,4126
2016.09.23,00:00,11921,11962,11918,11945,3859
2016.09.26,00:00,11945,11953,11914,11923,4110
2016.09.27,00:00,11922,11938,11911,11917,4460
2016.09.28,00:00,11916,11940,11914,11916,4323
2016.09.29,00:00,11916,11953,11913,11944,4564
2016.09.30,00:00,11944,11972,11928,11941,4761
2016.10.03,00:00,11945,11977,11943,11966,3706
2016.10.04,00:00,11967,12033,11964,12026,4559
2016.10.05,00:00,12024,12048,12013,12033,4150
2016.10.06,00:00,12033,12092,12031,12082,4091
2016.10.07,00:00,12082,12175,12073,12082,6956
2016.10.10,00:00,12091,12120,12078,12113,4014
2016.10.11,00:00,12113,12185,12112,12182,4737
2016.10.12,00:00,12183,12196,12140,12185,5415
2016.10.13,00:00,12184,12210,12152,12158,5440
2016.10.14,00:00,12158,12188,12151,12181,5095
2016.10.17,00:00,12188,12196,12164,12168,4173
2016.10.18,00:00,12168,12169,12132,12144,4101
2016.10.19,00:00,12144,12150,12122,12125,4130
2016.10.20,00:00,12124,12182,12123,12171,4122
2016.10.21,00:00,12172,12202,12169,12188,3768
2016.10.24,00:00,12186,12205,12175,12191,3465
2016.10.25,00:00,12190,12231,12185,12190,4408
2016.10.26,00:00,12190,12195,12162,12181,4164
2016.10.27,00:00,12181,12232,12180,12226,4299
2016.10.28,00:00,12226,12240,12189,12196,4937
2016.10.31,00:00,12190,12218,12184,12185,3950
2016.11.01,00:00,12183,12194,12137,12148,4303
2016.11.02,00:00,12148,12153,12098,12112,4798
2016.11.03,00:00,12113,12119,12070,12074,4880
2016.11.04,00:00,12073,12090,12060,12062,4465
2016.11.07,00:00,12101,12129,12087,12113,4304
2016.11.08,00:00,12113,12133,12105,12122,4051
2016.11.09,00:00,12121,12187,12011,12180,9251
2016.11.10,00:00,12180,12215,12148,12186,6771
2016.11.11,00:00,12185,12213,12160,12198,6480
2016.11.14,00:00,12209,12285,12203,12267,6716
2016.11.15,00:00,12266,12304,12241,12288,6183
2016.11.16,00:00,12289,12333,12273,12313,6119
2016.11.17,00:00,12314,12367,12296,12364,6215
2016.11.18,00:00,12364,12423,12363,12413,6431
2016.11.21,00:00,12416,12428,12364,12372,6287
2016.11.22,00:00,12373,12403,12355,12382,5776
2016.11.23,00:00,12383,12440,12368,12418,5419
2016.11.24,00:00,12418,12452,12408,12423,5278
2016.11.25,00:00,12424,12441,12391,12400,6000
2016.11.28,00:00,12392,12412,12343,12379,5941
2016.11.29,00:00,12378,12416,12363,12368,5588
2016.11.30,00:00,12367,12447,12358,12433,6128
2016.12.01,00:00,12432,12439,12389,12393,6159
2016.12.02,00:00,12393,12398,12349,12349,5380
2016.12.05,00:00,12358,12399,12312,12334,6826
2016.12.06,00:00,12333,12365,12330,12357,4970
2016.12.07,00:00,12355,12382,12346,12349,4483
2016.12.08,00:00,12348,12409,12312,12390,5735
2016.12.09,00:00,12389,12435,12384,12425,4865
2016.12.12,00:00,12432,12438,12370,12378,5170
2016.12.13,00:00,12376,12392,12367,12385,4856
2016.12.14,00:00,12386,12488,12361,12468,5432
2016.12.15,00:00,12467,12566,12467,12542,6824
2016.12.16,00:00,12542,12568,12524,12536,5417
2016.12.19,00:00,12540,12565,12518,12560,5340
2016.12.20,00:00,12559,12603,12554,12575,4826
2016.12.21,00:00,12575,12582,12546,12571,4599
2016.12.22,00:00,12572,12592,12559,12585,4308
2016.12.23,00:00,12586,12606,12578,12588,3401
2016.12.27,00:00,12587,12598,12584,12589,2638
2016.12.28,00:00,12588,12624,12576,12603,3623
2016.12.29,00:00,12602,12604,12562,12562,4514
2016.12.30,00:00,12562,12568,12517,12557,5685
2017.01.03,00:00,12587,12635,12564,12600,4661
2017.01.04,00:00,12600,12611,12540,12548,5619
2017.01.05,00:00,12548,12557,12461,12467,6822
2017.01.06,00:00,12467,12549,12460,12539,6088
2017.01.09,00:00,12546,12567,12517,12522,5566
2017.01.10,00:00,12521,12538,12493,12517,6265
2017.01.11,00:00,12516,12577,12444,12483,6843
2017.01.12,00:00,12482,12490,12409,12464,7400
2017.01.13,00:00,12464,12492,12438,12446,6077
2017.01.16,00:00,12485,12490,12464,12477,5501
2017.01.17,00:00,12476,12485,12351,12352,6935
2017.01.18,00:00,12352,12441,12351,12438,6020
2017.01.19,00:00,12437,12450,12401,12409,6366
2017.01.20,00:00,12408,12446,12385,12392,6452
2017.01.23,00:00,12388,12393,12319,12320,6123
2017.01.24,00:00,12320,12362,12312,12345,5872
2017.01.25,00:00,12346,12367,12316,12320,5755
2017.01.26,00:00,12318,12382,12309,12366,5844
2017.01.27,00:00,12364,12396,12359,12377,5493
2017.01.30,00:00,12356,12397,12347,12364,5092
2017.01.31,00:00,12364,12377,12295,12307,6297
2017.02.01,00:00,12307,12336,12292,12306,5615
2017.02.02,00:00,12305,12313,12256,12304,5565
2017.02.03,00:00,12305,12342,12285,12300,5540
2017.02.06,00:00,12294,12332,12293,12298,4962
2017.02.07,00:00,12298,12359,12298,12322,5000
2017.02.08,00:00,12322,12336,12294,12304,5026
2017.02.09,00:00,12304,12348,12298,12343,4734
2017.02.10,00:00,12344,12366,12325,12335,4839
2017.02.13,00:00,12341,12369,12329,12354,4347
2017.02.14,00:00,12355,12389,12330,12368,4715
2017.02.15,00:00,12368,12412,12349,12353,4703
2017.02.16,00:00,12352,12358,12320,12324,4822
2017.02.17,00:00,12325,12355,12321,12350,4321
2017.02.20,00:00,12348,12356,12337,12340,3479
2017.02.21,00:00,12340,12385,12339,12364,3966
2017.02.22,00:00,12365,12373,12341,12352,4725
2017.02.23,00:00,12353,12365,12312,12317,4411
2017.02.24,00:00,12318,12341,12309,12341,4339
2017.02.27,00:00,12333,12355,12316,12345,4315
2017.02.28,00:00,12346,12369,12316,12362,4537
2017.03.01,00:00,12363,12412,12347,12393,5224
2017.03.02,00:00,12391,12452,12390,12441,4204
2017.03.03,00:00,12440,12450,12401,12405,4617
2017.03.06,00:00,12406,12429,12395,12421,3912
2017.03.07,00:00,12422,12438,12405,12430,3549
2017.03.08,00:00,12430,12467,12419,12460,3954
2017.03.09,00:00,12460,12477,12450,12469,4387
2017.03.10,00:00,12469,12476,12427,12439,4440
2017.03.13,00:00,12433,12442,12407,12428,3770
2017.03.14,00:00,12429,12461,12427,12449,3769
2017.03.15,00:00,12450,12450,12339,12344,4230
2017.03.16,00:00,12345,12364,12333,12335,4766
2017.03.17,00:00,12335,12346,12310,12319,3548
2017.03.20,00:00,12320,12321,12292,12315,3594
2017.03.21,00:00,12315,12324,12270,12278,4251
2017.03.22,00:00,12279,12292,12264,12274,4472
2017.03.23,00:00,12274,12292,12272,12279,4387
2017.03.24,00:00,12279,12303,12271,12287,4080
2017.03.27,00:00,12268,12275,12229,12257,3811
2017.03.28,00:00,12257,12292,12245,12286,3786
2017.03.29,00:00,12287,12303,12279,12288,4178
2017.03.30,00:00,12288,12322,12275,12320,3848
2017.03.31,00:00,12321,12330,12292,12304,4112
2017.04.03,00:00,12302,12324,12298,12311,3485
2017.04.04,00:00,12311,12332,12303,12325,3431
2017.04.05,00:00,12325,12342,12310,12318,3442
2017.04.06,00:00,12318,12338,12307,12331,3691
2017.04.07,00:00,12332,12380,12319,12371,4179
2017.04.10,00:00,12372,12388,12358,12361,3129
2017.04.11,00:00,12362,12363,12326,12327,3296
2017.04.12,00:00,12326,12341,12288,12290,3696
2017.04.13,00:00,12291,12300,12268,12297,3772
2017.04.14,00:00,12294,12301,12278,12282,2777
2017.04.17,00:00,12280,12288,12249,12273,2734
2017.04.18,00:00,12272,12292,12204,12212,4095
2017.04.19,00:00,12212,12254,12209,12248,3751
2017.04.20,00:00,12249,12252,12221,12242,3646
2017.04.21,00:00,12242,12255,12233,12235,3555
2017.04.24,00:00,12205,12235,12205,12214,4340
2017.04.25,00:00,12214,12236,12214,12227,3624
2017.04.26,00:00,12226,12271,12224,12244,4314
2017.04.27,00:00,12243,12265,12231,12246,3988
2017.04.28,00:00,12245,12252,12223,12232,3639
2017.05.01,00:00,12231,12249,12218,12238,2743
2017.05.02,00:00,12238,12246,12224,12224,3229
2017.05.03,00:00,12224,12286,12221,12283,3402
2017.05.04,00:00,12284,12297,12252,12256,3699
2017.05.05,00:00,12256,12270,12241,12245,3574
2017.05.08,00:00,12245,12284,12244,12282,3729
2017.05.09,00:00,12281,12325,12277,12314,3609
2017.05.10,00:00,12315,12320,12292,12314,3681
2017.05.11,00:00,12315,12334,12306,12313,3704
2017.05.12,00:00,12314,12319,12284,12292,3538
2017.05.15,00:00,12286,12293,12262,12282,3076
2017.05.16,00:00,12280,12281,12236,12243,3397
2017.05.17,00:00,12244,12245,12182,12182,4324
2017.05.18,00:00,12183,12226,12169,12212,5384
2017.05.19,00:00,12212,12216,12162,12165,3711
2017.05.22,00:00,12168,12189,12145,12160,3651
2017.05.23,00:00,12160,12188,12148,12185,4173
2017.05.24,00:00,12182,12200,12164,12164,4038
2017.05.25,00:00,12163,12194,12158,12189,3583
2017.05.26,00:00,12188,12220,12184,12210,3667
2017.05.29,00:00,12207,12216,12202,12207,2384
2017.05.30,00:00,12208,12223,12184,12188,3577
2017.05.31,00:00,12188,12210,12167,12179,3934
2017.06.01,00:00,12178,12218,12176,12210,3597
2017.06.02,00:00,12209,12218,12161,12165,3312
2017.06.05,00:00,12172,12176,12148,12157,3241
2017.06.06,00:00,12156,12159,12126,12128,3538
2017.06.07,00:00,12127,12136,12104,12121,3619
2017.06.08,00:00,12120,12152,12111,12133,3969
2017.06.09,00:00,12131,12200,12128,12180,5059
2017.06.12,00:00,12180,12189,12169,12183,2974
2017.06.13,00:00,12183,12188,12167,12170,3012
2017.06.14,00:00,12170,12174,12101,12147,4121
2017.06.15,00:00,12147,12189,12135,12185,3965
2017.06.16,00:00,12185,12190,12153,12163,3081
2017.06.19,00:00,12160,12197,12156,12193,3094
2017.06.20,00:00,12192,12226,12185,12217,3097
2017.06.21,00:00,12216,12226,12201,12208,3220
2017.06.22,00:00,12207,12220,12199,12211,2944
2017.06.23,00:00,12211,12215,12183,12191,2610
2017.06.26,00:00,12185,12203,12178,12198,2848
2017.06.27,00:00,12197,12203,12147,12162,3350
2017.06.28,00:00,12163,12163,12116,12123,3805
2017.06.29,00:00,12122,12124,12082,12085,3745
2017.06.30,00:00,12085,12105,12070,12089,3524
2017.07.03,00:00,12087,12141,12085,12134,2989
2017.07.04,00:00,12134,12158,12124,12152,3070
2017.07.05,00:00,12153,12172,12135,12151,3427
2017.07.06,00:00,12150,12159,12133,12135,3380
2017.07.07,00:00,12134,12169,12133,12160,3196
2017.07.10,00:00,12160,12175,12157,12161,2455
2017.07.11,00:00,12162,12172,12139,12145,2719
2017.07.12,00:00,12145,12147,12109,12126,3707
2017.07.13,00:00,12126,12130,12097,12111,3353
2017.07.14,00:00,12109,12113,12031,12035,3116
2017.07.17,00:00,12032,12053,12032,12049,3008
2017.07.18,00:00,12048,12054,11988,11999,3916
2017.07.19,00:00,12000,12013,11989,11998,3169
2017.07.20,00:00,11997,12035,11972,11983,4294
2017.07.21,00:00,11983,12008,11964,11973,3658
2017.07.24,00:00,11972,11978,11945,11968,3431
2017.07.25,00:00,11967,11979,11943,11976,3649
2017.07.26,00:00,11977,12001,11913,11917,4174
2017.07.27,00:00,11918,11963,11883,11947,4411
2017.07.28,00:00,11946,11949,11900,11908,4300
2017.07.31,00:00,11908,11922,11865,11868,3516
2017.08.01,00:00,11867,11890,11855,11887,4084
2017.08.02,00:00,11887,11900,11853,11880,3830
2017.08.03,00:00,11879,11904,11875,11885,3955
2017.08.04,00:00,11884,11956,11870,11933,3662
2017.08.07,00:00,11934,11945,11921,11935,2989
2017.08.08,00:00,11935,11966,11918,11943,3399
2017.08.09,00:00,11941,11960,11935,11941,3968
2017.08.10,00:00,11943,11960,11924,11932,3869
2017.08.11,00:00,11932,11945,11899,11911,3930
2017.08.14,00:00,11911,11952,11907,11946,3496
2017.08.15,00:00,11946,12012,11945,11994,3594
2017.08.16,00:00,11993,12004,11948,11950,3596
2017.08.17,00:00,11951,11979,11931,11961,4328
2017.08.18,00:00,11961,11965,11924,11937,4023
2017.08.21,00:00,11938,11946,11906,11916,3285
2017.08.22,00:00,11916,11961,11914,11956,3255
2017.08.23,00:00,11956,11969,11938,11944,3291
2017.08.24,00:00,11943,11962,11937,11953,3019
2017.08.25,00:00,11952,11962,11899,11908,3422
2017.08.28,00:00,11893,11906,11873,11880,2878
2017.08.29,00:00,11879,11902,11840,11893,4537
2017.08.30,00:00,11893,11936,11878,11928,3899
2017.08.31,00:00,11929,11966,11908,11909,3816
2017.09.01,00:00,11909,11927,11868,11913,3631
2017.09.04,00:00,11899,11910,11893,11905,3229
2017.09.05,00:00,11906,11912,11850,11860,4134
2017.09.06,00:00,11858,11872,11841,11863,4061
2017.09.07,00:00,11862,11870,11802,11809,4146
2017.09.08,00:00,11809,11812,11750,11781,4365
2017.09.11,00:00,11789,11838,11787,11834,3576
2017.09.12,00:00,11834,11843,11817,11827,3714
2017.09.13,00:00,11826,11879,11808,11868,3443
2017.09.14,00:00,11868,11877,11822,11822,3880
2017.09.15,00:00,11823,11834,11781,11797,4128
2017.09.18,00:00,11811,11848,11792,11833,3527
2017.09.19,00:00,11833,11834,11804,11811,4107
2017.09.20,00:00,11811,11864,11751,11838,4219
2017.09.21,00:00,11838,11873,11837,11841,4205
2017.09.22,00:00,11842,11850,11815,11842,3717
2017.09.25,00:00,11854,11874,11835,11865,3779
2017.09.26,00:00,11865,11923,11856,11897,3899
2017.09.27,00:00,11897,11953,11897,11937,4119
2017.09.28,00:00,11937,11964,11909,11910,3921
2017.09.29,00:00,11910,11939,11909,11919,3685
2017.10.02,00:00,11928,11970,11920,11960,3638
2017.10.03,00:00,11961,11991,11957,11965,3419
2017.10.04,00:00,11965,11968,11934,11951,3594
2017.10.05,00:00,11950,12005,11950,11999,3156
2017.10.06,00:00,12000,12043,11999,12006,3664
2017.10.09,00:00,12002,12008,11990,11998,2347
2017.10.10,00:00,11998,12001,11951,11966,2995
2017.10.11,00:00,11967,11973,11944,11951,3183
2017.10.12,00:00,11951,11964,11928,11939,3443
2017.10.13,00:00,11940,11942,11894,11914,3462
2017.10.16,00:00,11911,11946,11911,11939,3159
2017.10.17,00:00,11938,11975,11935,11955,3160
2017.10.18,00:00,11956,11985,11950,11961,3139
2017.10.19,00:00,11960,11966,11932,11941,3672
2017.10.20,00:00,11941,11989,11941,11982,3723
2017.10.23,00:00,11988,12003,11974,11987,3144
2017.10.24,00:00,11986,12016,11972,12009,3171
2017.10.25,00:00,12009,12030,11992,11994,3686
2017.10.26,00:00,11994,12060,11979,12055,3864
2017.10.27,00:00,12055,12096,12054,12060,3768
2017.10.30,00:00,12061,12068,12025,12029,3094
2017.10.31,00:00,12029,12048,12022,12032,3218
2017.11.01,00:00,12033,12051,12024,12047,3681
2017.11.02,00:00,12047,12063,12012,12059,3736
2017.11.03,00:00,12059,12091,12039,12081,3194
2017.11.06,00:00,12078,12099,12048,12048,3133
2017.11.07,00:00,12049,12092,12048,12070,3147
2017.11.08,00:00,12070,12073,12059,12066,3208
2017.11.09,00:00,12067,12077,12037,12046,3645
2017.11.10,00:00,12047,12056,12025,12041,3145
2017.11.13,00:00,12046,12071,12044,12063,2803
2017.11.14,00:00,12064,12068,12020,12026,3003
2017.11.15,00:00,12026,12042,11999,12028,3782
2017.11.16,00:00,12027,12043,12019,12031,3546
2017.11.17,00:00,12031,12041,11999,12016,3549
2017.11.20,00:00,12013,12037,12002,12034,3596
2017.11.21,00:00,12034,12039,12012,12023,3402
2017.11.22,00:00,12022,12025,11961,11963,3293
2017.11.23,00:00,11963,11970,11954,11957,2848
2017.11.24,00:00,11958,11972,11939,11945,2885
2017.11.27,00:00,11947,11959,11920,11952,3136
2017.11.28,00:00,11952,11978,11943,11966,3934
2017.11.29,00:00,11966,11983,11946,11968,3793
2017.11.30,00:00,11967,11979,11924,11949,3904
2017.12.01,00:00,11950,11969,11911,11943,4583
2017.12.04,00:00,11968,11983,11950,11954,3737
2017.12.05,00:00,11954,11982,11943,11969,3642
2017.12.06,00:00,11968,11995,11964,11988,3723
2017.12.07,00:00,11987,12020,11985,12005,3444
2017.12.08,00:00,12005,12035,12003,12023,3362
2017.12.11,00:00,12027,12032,12010,12030,2924
2017.12.12,00:00,12031,12042,12010,12032,2952
2017.12.13,00:00,12031,12034,11964,11965,3365
2017.12.14,00:00,11964,11977,11948,11961,3701
2017.12.15,00:00,11961,12000,11947,11993,3398
2017.12.18,00:00,11996,11999,11951,11971,3117
2017.12.19,00:00,11971,11985,11960,11966,3160
2017.12.20,00:00,11966,11973,11955,11969,2819
2017.12.21,00:00,11969,11980,11955,11956,3003
2017.12.22,00:00,11956,11970,11956,11960,2784
2017.12.26,00:00,11955,11965,11948,11954,1190
2017.12.27,00:00,11955,11956,11928,11936,2228
2017.12.28,00:00,11932,11934,11898,11905,2289
2017.12.29,00:00,11905,11908,11866,11880,2670
2018.01.02,00:00,11865,11866,11839,11842,2033
2018.01.03,00:00,11841,11873,11837,11864,2932
2018.01.04,00:00,11864,11877,11842,11845,2933
2018.01.05,00:00,11845,11867,11842,11856,2921
2018.01.08,00:00,11856,11881,11847,11872,2784
2018.01.09,00:00,11872,11895,11856,11880,3101
2018.01.10,00:00,11881,11889,11831,11859,3827
2018.01.11,00:00,11859,11870,11818,11823,3763
2018.01.12,00:00,11823,11829,11743,11753,4108
2018.01.15,00:00,11755,11758,11696,11709,4080
2018.01.16,00:00,11708,11741,11703,11709,3989
2018.01.17,00:00,11709,11735,11669,11729,4826
2018.01.18,00:00,11729,11744,11687,11698,4474
2018.01.19,00:00,11699,11705,11663,11705,4341
2018.01.22,00:00,11683,11709,11672,11672,3954
2018.01.23,00:00,11672,11702,11652,11657,4243
2018.01.24,00:00,11657,11661,11559,11565,4915
2018.01.25,00:00,11564,11619,11506,11593,6464
2018.01.26,00:00,11594,11613,11530,11555,6008
2018.01.29,00:00,11558,11608,11550,11583,4936
2018.01.30,00:00,11583,11615,11546,11568,5037
2018.01.31,00:00,11567,11593,11540,11572,5654
2018.02.01,00:00,11573,11601,11543,11550,4890
2018.02.02,00:00,11549,11639,11548,11627,5201
2018.02.05,00:00,11630,11663,11605,11659,5115
2018.02.06,00:00,11659,11703,11645,11660,6158
2018.02.07,00:00,11661,11721,11648,11709,4763
2018.02.08,00:00,11708,11734,11677,11708,5734
2018.02.09,00:00,11708,11731,11693,11714,5696
2018.02.12,00:00,11717,11718,11689,11689,4053
2018.02.13,00:00,11690,11696,11644,11656,4139
2018.02.14,00:00,11657,11698,11583,11591,4986
2018.02.15,00:00,11590,11591,11542,11543,5287
2018.02.16,00:00,11544,11598,11513,11584,4949
2018.02.19,00:00,11588,11613,11568,11593,3436
2018.02.20,00:00,11594,11638,11591,11628,4347
2018.02.21,00:00,11629,11681,11623,11678,4548
2018.02.22,00:00,11678,11689,11627,11635,4309
2018.02.23,00:00,11634,11664,11632,11642,3946
2018.02.26,00:00,11643,11657,11602,11636,4011
2018.02.27,00:00,11635,11699,11627,11684,4438
2018.02.28,00:00,11685,11713,11674,11711,4201
2018.03.01,00:00,11710,11742,11682,11688,4603
2018.03.02,00:00,11689,11692,11654,11663,4348
2018.03.05,00:00,11659,11680,11649,11661,4364
2018.03.06,00:00,11662,11668,11616,11625,4084
2018.03.07,00:00,11625,11640,11611,11621,4505
2018.03.08,00:00,11622,11674,11617,11666,4343
2018.03.09,00:00,11666,11688,11648,11657,4087
2018.03.12,00:00,11651,11658,11623,11630,3264
2018.03.13,00:00,11629,11652,11603,11616,3681
2018.03.14,00:00,11616,11622,11593,11612,3722
2018.03.15,00:00,11611,11651,11597,11647,3876
2018.03.16,00:00,11647,11678,11623,11664,3542
2018.03.19,00:00,11662,11676,11631,11643,3908
2018.03.20,00:00,11642,11683,11640,11681,3738
2018.03.21,00:00,11681,11681,11603,11611,3956
2018.03.22,00:00,11610,11640,11591,11629,4720
2018.03.23,00:00,11629,11631,11590,11601,4414
2018.03.26,00:00,11598,11603,11564,11570,3616
2018.03.27,00:00,11569,11631,11566,11604,3815
2018.03.28,00:00,11604,11672,11594,11666,3996
2018.03.29,00:00,11666,11673,11649,11666,3752
2018.03.30,00:00,11665,11666,11643,11654,3113
2018.04.02,00:00,11653,11667,11645,11655,2959
2018.04.03,00:00,11654,11674,11634,11666,3645
2018.04.04,00:00,11667,11669,11645,11656,3702
2018.04.05,00:00,11657,11707,11652,11694,3382
2018.04.06,00:00,11694,11707,11663,11668,4079
2018.04.09,00:00,11665,11682,11642,11645,3700
2018.04.10,00:00,11644,11650,11619,11623,3777
2018.04.11,00:00,11623,11629,11599,11614,3525
2018.04.12,00:00,11615,11640,11607,11624,3581
