Date,Time,Open,High,Low,Close,Volume
2013.03.13,00:00,10528,10563,10504,10550,8505
2013.03.14,00:00,10549,10559,10477,10492,9107
2013.03.15,00:00,10492,10506,10449,10454,8349
2013.03.17,00:00,10473,10496,10465,10496,2071
2013.03.18,00:00,10495,10499,10463,10487,9977
2013.03.19,00:00,10488,10507,10480,10503,10043
2013.03.20,00:00,10503,10514,10470,10505,9373
2013.03.21,00:00,10505,10509,10450,10461,9698
2013.03.22,00:00,10460,10466,10417,10423,7978
2013.03.24,00:00,10424,10433,10413,10425,1015
2013.03.25,00:00,10425,10460,10414,10442,9415
2013.03.26,00:00,10442,10463,10434,10456,8220
2013.03.27,00:00,10457,10489,10451,10477,7612
2013.03.28,00:00,10476,10485,10452,10463,8057
2013.03.29,00:00,10463,10468,10451,10462,4212
2013.03.31,00:00,10459,10472,10459,10468,417
2013.04.01,00:00,10468,10480,10422,10425,5626
2013.04.02,00:00,10425,10455,10391,10448,7545
2013.04.03,00:00,10447,10465,10411,10426,7411
2013.04.04,00:00,10426,10528,10414,10486,11229
2013.04.05,00:00,10487,10511,10436,10484,10598
2013.04.07,00:00,10509,10524,10498,10522,1502
2013.04.08,00:00,10522,10538,10495,10523,8776
2013.04.09,00:00,10523,10525,10471,10481,9565
2013.04.10,00:00,10480,10495,10465,10488,8262
2013.04.11,00:00,10487,10497,10444,10462,9121
2013.04.12,00:00,10461,10482,10444,10453,8395
2013.04.14,00:00,10452,10459,10449,10456,673
2013.04.15,00:00,10455,10500,10446,10480,13308
2013.04.16,00:00,10481,10507,10442,10453,11585
2013.04.17,00:00,10454,10534,10452,10528,11444
2013.04.18,00:00,10528,10532,10507,10523,10434
2013.04.19,00:00,10523,10565,10505,10562,9071
2013.04.21,00:00,10561,10572,10561,10570,759
2013.04.22,00:00,10570,10579,10542,10548,8471
2013.04.23,00:00,10547,10583,10544,10582,9603
2013.04.24,00:00,10581,10586,10555,10561,8398
2013.04.25,00:00,10560,10563,10494,10532,8831
2013.04.26,00:00,10532,10533,10482,10495,9588
2013.04.28,00:00,10486,10492,10479,10488,725
2013.04.29,00:00,10488,10493,10448,10464,7055
2013.04.30,00:00,10464,10469,10414,10422,8220
2013.05.01,00:00,10423,10446,10399,10433,8354
2013.05.02,00:00,10433,10502,10433,10485,9321
2013.05.03,00:00,10485,10526,10464,10475,7791
2013.05.05,00:00,10479,10487,10479,10482,484
2013.05.06,00:00,10482,10522,10471,10515,5746
2013.05.07,00:00,10515,10543,10501,10529,7768
2013.05.08,00:00,10529,10540,10485,10501,7907
2013.05.09,00:00,10502,10616,10479,10608,9858
2013.05.10,00:00,10609,10697,10601,10657,10754
2013.05.12,00:00,10669,10685,10665,10681,763
2013.05.13,00:00,10680,10701,10658,10682,8336
2013.05.14,00:00,10682,10743,10659,10730,9272
2013.05.15,00:00,10729,10775,10723,10741,9444
2013.05.16,00:00,10740,10781,10715,10750,10234
2013.05.17,00:00,10750,10828,10749,10818,8410
2013.05.19,00:00,10799,10814,10782,10803,1206
2013.05.20,00:00,10802,10814,10746,10754,8392
2013.05.21,00:00,10754,10814,10753,10769,8969
2013.05.22,00:00,10770,10866,10759,10856,11563
2013.05.23,00:00,10855,10876,10766,10813,13370
2013.05.24,00:00,10812,10824,10771,10788,10780
2013.05.26,00:00,10784,10795,10781,10790,789
2013.05.27,00:00,10790,10800,10772,10796,5762
2013.05.28,00:00,10796,10869,10792,10867,9983
2013.05.29,00:00,10866,10877,10773,10785,11339
2013.05.30,00:00,10785,10817,10733,10747,12502
2013.05.31,00:00,10746,10802,10738,10767,10810
2013.06.02,00:00,10767,10769,10755,10758,569
2013.06.03,00:00,10758,10767,10643,10678,11053
2013.06.04,00:00,10678,10731,10663,10719,10405
2013.06.05,00:00,10719,10729,10685,10708,11914
2013.06.06,00:00,10707,10728,10523,10599,15050
2013.06.07,00:00,10599,10651,10535,10629,16738
2013.06.09,00:00,10666,10674,10658,10673,1223
2013.06.10,00:00,10673,10700,10641,10667,11597
2013.06.11,00:00,10667,10677,10568,10580,16156
2013.06.12,00:00,10580,10608,10520,10547,13561
2013.06.13,00:00,10547,10549,10469,10508,15619
2013.06.14,00:00,10508,10526,10481,10488,12622
2013.06.16,00:00,10483,10493,10478,10488,729
2013.06.17,00:00,10488,10531,10481,10497,9857
2013.06.18,00:00,10496,10574,10493,10550,10531
2013.06.19,00:00,10550,10669,10510,10663,12911
2013.06.20,00:00,10663,10752,10643,10697,17058
2013.06.21,00:00,10697,10759,10678,10742,12827
2013.06.23,00:00,10755,10762,10746,10757,1013
2013.06.24,00:00,10757,10790,10708,10717,14114
2013.06.25,00:00,10717,10757,10704,10754,12626
2013.06.26,00:00,10754,10777,10718,10759,11643
2013.06.27,00:00,10758,10801,10742,10789,10456
2013.06.28,00:00,10789,10863,10779,10844,10773
2013.06.30,00:00,10848,10856,10846,10851,764
2013.07.01,00:00,10851,10851,10813,10817,8729
2013.07.02,00:00,10818,10896,10814,10894,9633
2013.07.03,00:00,10893,10920,10847,10851,11028
2013.07.04,00:00,10851,10920,10849,10914,10223
2013.07.05,00:00,10914,10992,10910,10987,9544
2013.07.07,00:00,10996,11009,10993,11009,694
2013.07.08,00:00,11008,11009,10943,10958,7699
2013.07.09,00:00,10957,10990,10928,10984,9612
2013.07.10,00:00,10983,10991,10757,10812,14572
2013.07.11,00:00,10811,10864,10767,10824,15899
2013.07.12,00:00,10823,10906,10817,10874,9984
2013.07.14,00:00,10848,10873,10843,10865,742
2013.07.15,00:00,10865,10926,10854,10883,9029
2013.07.16,00:00,10882,10882,10788,10805,10831
2013.07.17,00:00,10806,10842,10771,10810,11299
2013.07.18,00:00,10810,10867,10804,10844,9506
2013.07.19,00:00,10844,10863,10810,10830,8368
2013.07.21,00:00,10826,10832,10810,10810,873
2013.07.22,00:00,10810,10815,10752,10761,8368
2013.07.23,00:00,10761,10794,10740,10751,8693
2013.07.24,00:00,10752,10827,10743,10823,10134
2013.07.25,00:00,10822,10823,10717,10747,10451
2013.07.26,00:00,10746,10748,10704,10718,8471
2013.07.28,00:00,10713,10721,10698,10712,748
2013.07.29,00:00,10712,10747,10693,10739,8399
2013.07.30,00:00,10739,10803,10737,10785,8487
2013.07.31,00:00,10785,10852,10777,10815,5748
2013.08.01,00:00,10814,10887,10802,10877,5216
2013.08.02,00:00,10877,10897,10821,10835,4951
2013.08.04,00:00,10824,10839,10824,10836,409
2013.08.05,00:00,10834,10857,10804,10812,4523
2013.08.06,00:00,10813,10814,10756,10768,4841
2013.08.07,00:00,10767,10803,10710,10715,5267
2013.08.08,00:00,10716,10731,10650,10681,5101
2013.08.09,00:00,10681,10687,10652,10658,3902
2013.08.11,00:00,10665,10667,10652,10660,393
2013.08.12,00:00,10659,10721,10656,10718,4051
2013.08.13,00:00,10718,10760,10706,10748,4486
2013.08.14,00:00,10748,10758,10715,10718,4429
2013.08.15,00:00,10718,10757,10666,10670,5781
2013.08.16,00:00,10671,10687,10646,10676,4390
2013.08.18,00:00,10672,10680,10670,10674,369
2013.08.19,00:00,10673,10697,10658,10688,4389
2013.08.20,00:00,10689,10705,10652,10677,4706
2013.08.21,00:00,10677,10732,10677,10732,5503
2013.08.22,00:00,10731,10766,10724,10743,4941
2013.08.23,00:00,10744,10768,10715,10738,4340
2013.08.25,00:00,10727,10739,10726,10734,389
2013.08.26,00:00,10733,10747,10708,10730,3625
2013.08.27,00:00,10731,10762,10711,10720,4485
2013.08.28,00:00,10720,10773,10718,10751,4597
2013.08.29,00:00,10752,10800,10735,10790,4469
2013.08.30,00:00,10790,10812,10772,10793,3967
2013.09.01,00:00,10783,10797,10783,10793,383
2013.09.02,00:00,10792,10808,10773,10801,3622
2013.09.03,00:00,10801,10809,10780,10788,4331
2013.09.04,00:00,10788,10792,10733,10749,3855
2013.09.05,00:00,10749,10792,10743,10788,4131
2013.09.06,00:00,10789,10789,10714,10731,3862
2013.09.08,00:00,10743,10754,10737,10752,451
2013.09.09,00:00,10752,10754,10696,10710,3506
2013.09.10,00:00,10711,10720,10690,10698,3675
2013.09.11,00:00,10697,10711,10651,10656,3867
2013.09.12,00:00,10656,10696,10646,10674,4251
2013.09.13,00:00,10674,10700,10654,10662,3422
2013.09.15,00:00,10603,10616,10589,10615,795
2013.09.16,00:00,10615,10634,10584,10628,3627
2013.09.17,00:00,10628,10642,10611,10617,3358
2013.09.18,00:00,10616,10627,10471,10494,4576
2013.09.19,00:00,10495,10554,10483,10545,4471
2013.09.20,00:00,10545,10580,10534,10563,3432
2013.09.22,00:00,10559,10567,10556,10557,343
2013.09.23,00:00,10557,10560,10527,10544,3625
2013.09.24,00:00,10545,10573,10545,10564,3629
2013.09.25,00:00,10565,10573,10536,10542,3466
2013.09.26,00:00,10543,10580,10532,10565,3447
2013.09.27,00:00,10564,10575,10529,10538,3350
2013.09.29,00:00,10527,10540,10526,10534,539
2013.09.30,00:00,10534,10541,10511,10531,4165
2013.10.01,00:00,10532,10541,10473,10504,4716
2013.10.02,00:00,10505,10517,10473,10474,4143
2013.10.03,00:00,10474,10492,10467,10475,4098
2013.10.04,00:00,10474,10509,10455,10508,3584
2013.10.06,00:00,10495,10503,10492,10494,312
2013.10.07,00:00,10494,10502,10470,10472,3451
2013.10.08,00:00,10472,10493,10462,10466,3781
2013.10.09,00:00,10466,10541,10465,10520,4110
2013.10.10,00:00,10519,10552,10514,10529,4071
2013.10.11,00:00,10530,10542,10513,10535,3226
2013.10.13,00:00,10530,10533,10526,10529,362
2013.10.14,00:00,10530,10532,10501,10519,2802
2013.10.15,00:00,10518,10540,10499,10516,4083
2013.10.16,00:00,10515,10549,10494,10529,3981
2013.10.17,00:00,10530,10531,10414,10431,4335
2013.10.18,00:00,10430,10437,10389,10405,3209
2013.10.20,00:00,10408,10408,10405,10406,28
2013.10.21,00:00,10407,10431,10406,10428,4036
2013.10.22,00:00,10428,10436,10369,10379,2905
2013.10.23,00:00,10379,10407,10354,10389,3726
2013.10.24,00:00,10389,10406,10367,10385,3791
2013.10.25,00:00,10384,10405,10362,10397,3627
2013.10.27,00:00,10401,10403,10395,10397,269
2013.10.28,00:00,10398,10426,10385,10420,3000
2013.10.29,00:00,10421,10475,10419,10471,3741
2013.10.30,00:00,10469,10505,10449,10487,3872
2013.10.31,00:00,10487,10514,10469,10509,4043
2013.11.01,00:00,10509,10566,10499,10558,3627
2013.11.03,00:00,10555,10557,10549,10551,274
2013.11.04,00:00,10551,10565,10524,10527,3155
2013.11.05,00:00,10527,10539,10503,10523,3657
2013.11.06,00:00,10522,10526,10492,10505,3276
2013.11.07,00:00,10505,10589,10505,10532,4451
2013.11.08,00:00,10532,10616,10521,10592,3682
2013.11.10,00:00,10591,10601,10589,10600,248
2013.11.11,00:00,10599,10601,10583,10592,2968
2013.11.12,00:00,10591,10641,10591,10625,3740
2013.11.13,00:00,10625,10632,10560,10570,4003
2013.11.14,00:00,10570,10625,10560,10609,4293
2013.11.15,00:00,10608,10615,10570,10576,2899
2013.11.17,00:00,10569,10582,10569,10580,211
2013.11.18,00:00,10580,10585,10545,10567,3387
2013.11.19,00:00,10567,10572,10535,10540,4008
2013.11.20,00:00,10540,10602,10540,10600,4350
2013.11.21,00:00,10599,10636,10596,10625,4451
2013.11.22,00:00,10624,10639,10612,10621,3288
2013.11.24,00:00,10617,10619,10610,10617,210
2013.11.25,00:00,10616,10657,10609,10624,3632
2013.11.26,00:00,10624,10661,10617,10628,3404
2013.11.27,00:00,10629,10652,10609,10643,3782
2013.11.28,00:00,10642,10645,10613,10631,3249
2013.11.29,00:00,10630,10641,10608,10622,3321
2013.12.01,00:00,10617,10628,10617,10622,244
2013.12.02,00:00,10622,10653,10594,10643,3710
2013.12.03,00:00,10643,10666,10601,10613,4069
2013.12.04,00:00,10614,10669,10613,10642,4486
2013.12.05,00:00,10641,10660,10606,10612,4499
2013.12.06,00:00,10612,10660,10601,10617,3810
2013.12.08,00:00,10610,10625,10610,10623,336
2013.12.09,00:00,10624,10627,10600,10609,3377
2013.12.10,00:00,10608,10612,10565,10575,3498
2013.12.11,00:00,10575,10615,10575,10603,3805
2013.12.12,00:00,10603,10668,10594,10666,4272
2013.12.13,00:00,10665,10687,10653,10659,3447
2013.12.15,00:00,10659,10663,10657,10662,225
2013.12.16,00:00,10662,10663,10639,10656,3483
2013.12.17,00:00,10655,10687,10645,10656,3434
2013.12.18,00:00,10656,10712,10620,10703,4533
2013.12.19,00:00,10704,10718,10692,10708,3797
2013.12.20,00:00,10709,10727,10672,10687,3555
2013.12.22,00:00,10687,10692,10686,10690,171
2013.12.23,00:00,10690,10690,10668,10684,3206
2013.12.24,00:00,10683,10697,10683,10689,1888
2013.12.26,00:00,10696,10705,10690,10698,1980
2013.12.27,00:00,10699,10700,10631,10692,3683
2013.12.29,00:00,10684,10695,10684,10692,271
2013.12.30,00:00,10693,10703,10648,10656,3327
2013.12.31,00:00,10655,10665,10645,10653,2087
2014.01.02,00:00,10659,10718,10656,10688,3588
2014.01.03,00:00,10689,10706,10658,10701,4194
2014.01.06,00:00,10697,10707,10667,10679,4054
2014.01.07,00:00,10678,10717,10676,10699,3775
2014.01.08,00:00,10700,10719,10687,10711,3940
2014.01.09,00:00,10710,10721,10695,10700,3862
2014.01.10,00:00,10699,10728,10637,10652,3961
2014.01.13,00:00,10645,10653,10619,10631,3864
2014.01.14,00:00,10629,10670,10629,10665,3593
2014.01.15,00:00,10664,10724,10664,10708,3595
2014.01.16,00:00,10709,10754,10707,10727,3666
2014.01.17,00:00,10728,10750,10721,10741,3501
2014.01.20,00:00,10740,10750,10718,10726,2766
2014.01.21,00:00,10727,10756,10717,10721,3469
2014.01.22,00:00,10721,10728,10687,10701,3556
2014.01.23,00:00,10702,10720,10657,10661,4403
2014.01.24,00:00,10660,10691,10652,10686,4925
2014.01.27,00:00,10680,10692,10660,10666,4674
2014.01.28,00:00,10666,10680,10648,10665,3906
2014.01.29,00:00,10665,10690,10649,10666,5121
2014.01.30,00:00,10665,10706,10662,10694,4392
2014.01.31,00:00,10694,10725,10688,10713,4643
2014.02.03,00:00,10709,10724,10685,10705,4401
2014.02.04,00:00,10704,10715,10667,10674,4293
2014.02.05,00:00,10674,10691,10658,10673,4338
2014.02.06,00:00,10672,10675,10641,10662,3812
2014.02.07,00:00,10661,10674,10627,10644,3698
2014.02.10,00:00,10653,10656,10638,10644,2901
2014.02.11,00:00,10643,10646,10606,10623,3437
2014.02.12,00:00,10623,10630,10599,10609,3384
2014.02.13,00:00,10608,10628,10578,10587,3667
2014.02.14,00:00,10587,10591,10547,10551,3552
2014.02.17,00:00,10532,10562,10520,10554,3111
2014.02.18,00:00,10554,10578,10541,10560,3761
2014.02.19,00:00,10560,10576,10548,10571,3619
2014.02.20,00:00,10570,10594,10562,10576,3997
2014.02.21,00:00,10576,10602,10573,10591,3469
2014.02.24,00:00,10585,10600,10565,10570,3440
2014.02.25,00:00,10569,10576,10547,10562,3291
2014.02.26,00:00,10561,10608,10561,10589,3584
2014.02.27,00:00,10589,10615,10577,10579,3556
2014.02.28,00:00,10580,10583,10545,10555,3808
2014.03.03,00:00,10570,10577,10549,10571,3696
2014.03.04,00:00,10570,10590,10560,10582,3386
2014.03.05,00:00,10581,10588,10564,10567,3423
2014.03.06,00:00,10568,10576,10517,10530,3691
2014.03.07,00:00,10530,10545,10502,10540,3496
2014.03.10,00:00,10539,10571,10536,10563,2858
2014.03.11,00:00,10563,10580,10558,10577,2961
2014.03.12,00:00,10576,10589,10556,10560,3220
2014.03.13,00:00,10561,10561,10507,10536,3957
2014.03.14,00:00,10536,10549,10513,10517,3610
2014.03.17,00:00,10524,10528,10499,10510,3233
2014.03.18,00:00,10511,10521,10498,10500,3289
2014.03.19,00:00,10499,10584,10495,10564,3537
2014.03.20,00:00,10565,10600,10564,10583,3528
2014.03.21,00:00,10582,10585,10562,10566,2821
2014.03.24,00:00,10565,10584,10529,10546,3405
2014.03.25,00:00,10547,10563,10528,10536,3399
2014.03.26,00:00,10537,10543,10508,10516,3295
2014.03.27,00:00,10517,10524,10499,10515,3432
2014.03.28,00:00,10515,10529,10503,10523,3025
2014.03.31,00:00,10522,10541,10506,10520,3337
2014.04.01,00:00,10520,10536,10510,10533,2916
2014.04.02,00:00,10532,10549,10526,10543,2801
2014.04.03,00:00,10543,10572,10541,10561,3263
2014.04.04,00:00,10561,10572,10539,10542,3038
2014.04.07,00:00,10540,10547,10528,10529,2418
2014.04.08,00:00,10530,10532,10444,10450,3311
2014.04.09,00:00,10449,10464,10422,10428,3111
2014.04.10,00:00,10428,10436,10400,10409,3309
2014.04.11,00:00,10409,10433,10407,10425,3190
2014.04.14,00:00,10432,10448,10426,10434,3057
2014.04.15,00:00,10434,10461,10433,10451,2886
2014.04.16,00:00,10451,10464,10437,10444,3024
2014.04.17,00:00,10444,10463,10426,10458,2495
2014.04.18,00:00,10457,10466,10454,10458,1473
2014.04.21,00:00,10455,10471,10454,10467,1579
2014.04.22,00:00,10468,10469,10444,10451,2258
2014.04.23,00:00,10451,10477,10449,10472,2625
2014.04.24,00:00,10471,10491,10461,10468,2780
2014.04.25,00:00,10468,10474,10451,10465,2313
2014.04.28,00:00,10457,10475,10440,10469,2422
2014.04.29,00:00,10469,10478,10464,10474,2324
2014.04.30,00:00,10473,10477,10436,10443,3024
2014.05.01,00:00,10442,10451,10427,10444,2149
2014.05.02,00:00,10445,10495,10443,10444,2730
2014.05.05,00:00,10435,10449,10433,10444,2182
2014.05.06,00:00,10444,10445,10378,10389,2723
2014.05.07,00:00,10388,10409,10385,10406,2805
2014.05.08,00:00,10407,10409,10370,10406,3248
2014.05.09,00:00,10405,10447,10405,10441,2378
2014.05.12,00:00,10441,10449,10429,10444,2033
2014.05.13,00:00,10443,10472,10443,10463,2544
2014.05.14,00:00,10464,10466,10438,10460,2659
2014.05.15,00:00,10460,10486,10448,10456,3026
2014.05.16,00:00,10455,10460,10444,10453,2414
2014.05.19,00:00,10449,10459,10435,10457,2525
2014.05.20,00:00,10456,10477,10455,10473,2453
2014.05.21,00:00,10473,10494,10452,10464,3066
2014.05.22,00:00,10464,10497,10464,10488,2682
2014.05.23,00:00,10487,10507,10483,10503,2216
2014.05.26,00:00,10499,10507,10490,10495,1674
2014.05.27,00:00,10496,10516,10479,10498,2499
2014.05.28,00:00,10499,10531,10495,10526,2515
2014.05.29,00:00,10526,10527,10494,10505,2655
2014.05.30,00:00,10504,10505,10485,10490,2583
2014.06.02,00:00,10489,10533,10487,10526,2469
2014.06.03,00:00,10526,10532,10511,10519,2564
2014.06.04,00:00,10518,10534,10509,10527,2526
2014.06.05,00:00,10528,10541,10478,10481,3143
2014.06.06,00:00,10480,10503,10466,10489,2664
2014.06.09,00:00,10487,10505,10473,10494,1913
2014.06.10,00:00,10494,10511,10483,10503,2377
2014.06.11,00:00,10502,10512,10480,10492,2386
2014.06.12,00:00,10493,10497,10448,10448,3068
2014.06.13,00:00,10449,10469,10441,10458,2667
2014.06.16,00:00,10458,10463,10440,10445,2407
2014.06.17,00:00,10445,10481,10445,10474,2308
2014.06.18,00:00,10475,10487,10438,10439,2648
2014.06.19,00:00,10439,10446,10417,10432,2618
2014.06.20,00:00,10432,10452,10421,10442,2019
2014.06.23,00:00,10445,10447,10419,10429,2218
2014.06.24,00:00,10427,10459,10426,10450,2253
2014.06.25,00:00,10450,10455,10425,10434,2189
2014.06.26,00:00,10435,10439,10423,10425,2248
2014.06.27,00:00,10425,10427,10406,10410,2079
2014.06.30,00:00,10407,10420,10382,10386,2211
2014.07.01,00:00,10385,10396,10363,10369,2268
2014.07.02,00:00,10369,10397,10369,10388,2102
2014.07.03,00:00,10389,10442,10388,10431,2465
2014.07.04,00:00,10431,10435,10420,10427,1455
2014.07.07,00:00,10424,10440,10419,10423,1725
2014.07.08,00:00,10424,10425,10405,10409,1970
2014.07.09,00:00,10409,10423,10392,10397,2313
2014.07.10,00:00,10398,10419,10382,10406,2298
2014.07.11,00:00,10407,10417,10398,10408,1932
2014.07.14,00:00,10413,10423,10403,10416,1784
2014.07.15,00:00,10417,10432,10399,10424,2513
2014.07.16,00:00,10425,10446,10423,10433,2211
2014.07.17,00:00,10434,10441,10426,10433,2210
2014.07.18,00:00,10434,10452,10425,10429,2365
2014.07.21,00:00,10427,10441,10421,10438,1735
2014.07.22,00:00,10437,10455,10431,10447,2420
2014.07.23,00:00,10446,10451,10427,10435,2256
2014.07.24,00:00,10435,10466,10433,10460,2371
2014.07.25,00:00,10459,10477,10455,10474,2175
2014.07.28,00:00,10471,10478,10465,10469,1643
2014.07.29,00:00,10469,10497,10466,10492,1993
2014.07.30,00:00,10491,10544,10488,10524,2581
2014.07.31,00:00,10523,10555,10523,10539,2377
2014.08.01,00:00,10540,10558,10517,10532,2796
2014.08.04,00:00,10529,10539,10523,10523,1760
2014.08.05,00:00,10524,10552,10518,10536,2204
2014.08.06,00:00,10535,10550,10508,10518,2513
2014.08.07,00:00,10517,10557,10515,10545,2883
2014.08.08,00:00,10543,10556,10529,10542,3068
2014.08.11,00:00,10544,10555,10543,10552,1735
2014.08.12,00:00,10552,10567,10549,10551,2059
2014.08.13,00:00,10552,10572,10542,10566,2378
2014.08.14,00:00,10566,10579,10551,10564,2260
2014.08.15,00:00,10564,10569,10552,10554,2326
2014.08.18,00:00,10548,10564,10546,10558,1811
2014.08.19,00:00,10558,10597,10557,10596,2049
2014.08.20,00:00,10596,10635,10593,10631,2878
2014.08.21,00:00,10630,10652,10619,10627,2361
2014.08.22,00:00,10626,10648,10615,10632,2561
2014.08.25,00:00,10652,10661,10637,10649,2145
2014.08.26,00:00,10649,10661,10633,10657,2346
2014.08.27,00:00,10658,10660,10630,10636,2385
2014.08.28,00:00,10636,10639,10616,10629,2615
2014.08.29,00:00,10628,10655,10626,10646,2301
2014.09.01,00:00,10654,10656,10638,10653,1629
2014.09.02,00:00,10653,10706,10651,10702,2616
2014.09.03,00:00,10703,10714,10677,10678,2863
2014.09.04,00:00,10677,10746,10675,10745,3192
2014.09.05,00:00,10745,10768,10716,10733,2941
2014.09.08,00:00,10757,10824,10749,10820,3142
2014.09.09,00:00,10821,10856,10814,10835,3837
2014.09.10,00:00,10834,10873,10821,10844,4092
2014.09.11,00:00,10843,10866,10828,10855,4036
2014.09.12,00:00,10855,10883,10847,10867,3694
2014.09.15,00:00,10879,10888,10863,10874,2557
2014.09.16,00:00,10873,10898,10827,10846,3751
2014.09.17,00:00,10846,10928,10834,10918,4260
2014.09.18,00:00,10918,10937,10884,10886,4380
2014.09.19,00:00,10886,10944,10873,10944,5282
2014.09.22,00:00,10937,10956,10913,10938,3697
2014.09.23,00:00,10938,10952,10903,10942,3709
2014.09.24,00:00,10942,10963,10919,10954,3662
2014.09.25,00:00,10955,11004,10954,10982,4363
2014.09.26,00:00,10983,11028,10969,11022,3914
2014.09.29,00:00,11024,11057,11016,11036,4065
2014.09.30,00:00,11036,11076,11011,11047,4128
2014.10.01,00:00,11046,11083,11033,11042,4830
2014.10.02,00:00,11041,11049,10998,11016,5537
2014.10.03,00:00,11015,11143,11013,11127,3908
2014.10.06,00:00,11126,11137,11032,11044,4108
2014.10.07,00:00,11044,11078,11004,11013,5576
2014.10.08,00:00,11013,11058,10979,10984,5743
2014.10.09,00:00,10985,11026,10945,11011,5996
2014.10.10,00:00,11011,11067,11004,11051,4950
2014.10.13,00:00,11047,11052,10987,10989,4859
2014.10.14,00:00,10988,11061,10984,11055,4682
2014.10.15,00:00,11055,11076,10918,10953,6560
2014.10.16,00:00,10954,11017,10953,10973,7077
2014.10.17,00:00,10973,10998,10951,10993,5018
